发布日期,收盘指数,开盘指数,最高指数,最低指数,成交量(亿股),成交额(亿元),涨跌幅(%)
2022/5/20 0:00,3259.34,3223.16,3267.41,3220.7,25.14,243.93,0.77
2022/5/19 0:00,3234.45,3211.6,3265,3208.24,25.61,254.88,-0.86
2022/5/18 0:00,3262.52,3255.59,3280.32,3245.07,21.21,204.77,-0.17
2022/5/17 0:00,3267.97,3301.25,3301.25,3255.96,26.54,268.17,-1.14
2022/5/16 0:00,3305.64,3241.51,3311.6,3221.92,30.75,301.98,3.09
2022/5/13 0:00,3206.47,3226.7,3240.88,3161.24,19.43,199.36,-0.26
2022/5/12 0:00,3214.98,3225.98,3278.8,3177.61,18.85,183.97,-0.95
2022/5/11 0:00,3245.87,3279.62,3288.59,3243.94,26,249.19,-1.03
2022/5/10 0:00,3279.8,3214.73,3279.8,3178.13,21.38,200.35,0.81
2022/5/6 0:00,3210.22,3198.89,3239.39,3179.68,19.67,179.46,-1.35
2022/4/29 0:00,3211.55,3223.12,3260.43,3184.46,23.13,225.54,-0.33
2022/4/28 0:00,3222.3,3287.8,3287.8,3174.18,21.06,186.95,-2.83
2022/4/27 0:00,3316.21,3160.52,3316.21,3104.19,27.01,242.93,3.99
2022/4/26 0:00,3189.05,3297.9,3313.85,3183.11,27.28,251.54,-3.23
2022/4/25 0:00,3295.6,3412.97,3480.72,3295.6,28.74,285.52,-4.65
2022/4/22 0:00,3456.23,3506.51,3512.61,3410.14,29.3,284.8,-2.79
2022/4/21 0:00,3555.45,3698.71,3767.17,3546.4,39.87,418.63,-4.51
2022/4/20 0:00,3723.47,3736.86,3807.96,3715.59,41.25,444.8,-1.07
2022/4/19 0:00,3763.67,3705.84,3819.26,3704.08,40.7,447.9,2.28
2022/4/18 0:00,3679.76,3553.66,3679.76,3548.68,28.63,286.59,3.43
2022/4/15 0:00,3557.63,3575.88,3624,3535.39,27.64,262.25,-1.04
2022/4/13 0:00,3547.16,3607.14,3632.3,3547.16,31.62,303.89,-2.02
2022/4/12 0:00,3620.24,3565.71,3620.9,3546.03,29.51,279.35,0.82
2022/4/11 0:00,3590.67,3517.22,3647.93,3517.22,35.87,354.81,2.08
2022/4/8 0:00,3517.4,3579.06,3579.63,3470.15,24.51,234.16,-1.84
2022/4/7 0:00,3583.16,3671.22,3688.01,3583.16,28.25,278.14,-3.07
2022/4/6 0:00,3696.71,3671.65,3737.37,3671.65,28.57,278.13,0.13
2022/4/1 0:00,3691.73,3700.7,3739.49,3660.25,29.34,293.14,0.29
2022/3/30 0:00,3717.52,3673.49,3725.18,3659.14,37.41,364.2,-0.1
2022/3/29 0:00,3721.21,3613.36,3750.82,3595.79,36.4,366.73,2.58
2022/3/28 0:00,3627.72,3634.52,3660.81,3593.62,33.07,324.65,0.31
2022/3/25 0:00,3616.6,3575.28,3693.08,3564.86,31.12,310.66,1.08
2022/3/24 0:00,3577.82,3577.42,3613.46,3566.92,21.54,213.69,-0.47
2022/3/22 0:00,3604.28,3563.96,3642.63,3543.51,26.45,280.12,0.98
2022/3/21 0:00,3569.38,3487.66,3603.15,3480.75,31.31,296.05,2.57
2022/3/18 0:00,3479.97,3379.68,3488.99,3371.8,21,196.18,2.53
2022/3/17 0:00,3394.14,3313.72,3431.56,3301.89,21.12,212.09,3.02
2022/3/16 0:00,3294.56,3272.87,3301.33,3130.8,21.54,204.52,1.85
2022/3/15 0:00,3234.77,3392.84,3392.84,3234.53,23.7,228.89,-5.12
2022/3/14 0:00,3409.45,3518.01,3556.04,3409.45,22.54,227.67,-4.1
2022/3/11 0:00,3555.31,3399.83,3555.31,3373.34,27.15,258.7,3.18
2022/3/10 0:00,3445.86,3503.34,3503.34,3438.29,16.91,167.31,-0.22
2022/3/9 0:00,3453.57,3478.34,3538.4,3301.74,22.05,217.13,-0.92
2022/3/8 0:00,3485.54,3618.33,3635.08,3478.14,21.07,223.81,-4.2
2022/3/7 0:00,3638.41,3716.53,3731.95,3618.73,20.29,217.13,-1.7
2022/3/4 0:00,3701.45,3673.45,3751.74,3668.32,21.46,221.29,0.52
2022/3/2 0:00,3717.63,3695.03,3751.84,3682.54,26.44,269.43,0.27
2022/3/1 0:00,3707.78,3598.24,3708.07,3573.87,21.35,241.92,3.69
2022/2/28 0:00,3575.99,3576.05,3584.44,3541.8,16.86,168.01,-0.02
2022/2/25 0:00,3576.66,3583.01,3586.88,3560.38,18.36,181.47,0.11
2022/2/24 0:00,3572.79,3613.66,3639.37,3542.61,27.4,273.34,-1.65
2022/2/23 0:00,3632.72,3718.65,3735.81,3621.67,22.11,233.3,-1.47
2022/2/22 0:00,3686.88,3693.3,3709.81,3650.96,15.96,157.3,-0.65
2022/2/21 0:00,3710.86,3685.45,3726.48,3685.45,17.48,169.57,0.36
2022/2/18 0:00,3697.48,3627.27,3712.69,3626.86,15.02,155.53,1.12
2022/2/17 0:00,3656.36,3604.69,3659.66,3561.34,16.29,170.35,1.02
2022/2/16 0:00,3619.61,3650.35,3650.35,3600.25,13.79,146.08,-0.8
2022/2/15 0:00,3648.82,3647.77,3667.65,3614.15,13.74,143.11,-0.3
2022/2/14 0:00,3659.67,3721.23,3747.78,3633.31,16.7,179.78,-2.04
2022/2/11 0:00,3735.75,3811,3811,3727.46,19.77,219.47,-2.41
2022/2/10 0:00,3827.86,3717.12,3855.73,3705.79,23.17,284.28,2.64
2022/2/9 0:00,3729.24,3613.33,3733,3613.31,21.77,242.79,2.89
2022/2/8 0:00,3624.66,3577.33,3628.19,3555.36,14.4,149.38,0.83
2022/2/7 0:00,3594.77,3580.34,3612.5,3483.76,15.58,170.15,1.29
2022/1/28 0:00,3549.03,3478.74,3582.58,3478.66,14.9,153,2.74
2022/1/27 0:00,3454.27,3529.1,3596.98,3452.55,12.81,133.16,-2.23
2022/1/26 0:00,3533.1,3483.1,3539.97,3470.7,12.24,126.27,1.63
2022/1/25 0:00,3476.55,3607.98,3612.4,3476.55,16.73,165.95,-3.71
2022/1/24 0:00,3610.34,3601.25,3655.58,3601.23,13.98,143.5,-0.42
2022/1/21 0:00,3625.72,3722.53,3722.56,3625.2,18.93,194.77,-3.14
2022/1/20 0:00,3743.07,3681.77,3792.29,3681.77,24.15,256.77,1.59
2022/1/19 0:00,3684.63,3707.52,3712.76,3661.99,19.22,191.74,-0.93
2022/1/18 0:00,3719.09,3744.36,3744.42,3684.9,23.08,226.29,-0.99
2022/1/17 0:00,3756.18,3753.32,3758.98,3698.01,27.37,264.53,0.29
2022/1/14 0:00,3745.45,3761.51,3839.98,3742.3,29.28,286.64,-0.67
2022/1/13 0:00,3770.69,3855.06,3894.16,3767.61,23.58,253.08,-2.32
2022/1/12 0:00,3860.42,3815.01,3861.52,3782.05,22.95,239.36,1.22
2022/1/11 0:00,3814.04,3902.37,3902.43,3805.99,20.11,228.69,-2.55
2022/1/10 0:00,3913.72,3762.02,3913.72,3762.02,24.44,295.54,3.59
2022/1/7 0:00,3778.17,3864.2,3864.99,3773.78,23.99,256.21,-2.17
2022/1/6 0:00,3861.79,3870.88,3882.16,3825.11,23.37,263.43,-0.89
2022/1/5 0:00,3896.34,3892.17,3983.5,3872.76,30.81,371.42,0
2022/1/4 0:00,3896.24,3730.22,3898.52,3730.22,32.43,377.35,4.73
2021/12/31 0:00,3720.12,3650.49,3729.14,3646.97,18.59,197.98,1.76
2021/12/30 0:00,3655.87,3634.23,3674.14,3624.83,16.81,164.35,0.63
2021/12/29 0:00,3633.01,3687.38,3695.8,3627.53,18.88,193.93,-1.64
2021/12/28 0:00,3693.41,3715.44,3737.46,3680.88,17.43,204.16,-0.6
2021/12/27 0:00,3715.58,3741.8,3770.55,3696.15,20.81,246.72,-0.08
2021/12/24 0:00,3718.46,3651.32,3724.01,3644.66,20.61,253.19,1.51
2021/12/23 0:00,3663.07,3582.2,3665.72,3582.2,22.54,261.07,2.42
2021/12/22 0:00,3576.35,3512.49,3583.39,3506.57,20.03,218.78,1.87
2021/12/21 0:00,3510.73,3483.41,3510.73,3463.63,18.61,184.38,0.82
2021/12/20 0:00,3482.34,3482.49,3522.79,3478.02,19.58,209.09,-0.2
2021/12/17 0:00,3489.49,3485.16,3508.58,3478.78,16.03,173.41,-0.13
2021/12/16 0:00,3494.01,3491.48,3496.1,3454.34,16.11,177.82,-0.31
2021/12/15 0:00,3505.04,3538.74,3541.09,3503.89,13.56,142.25,-0.92
2021/12/14 0:00,3537.5,3527.58,3558.07,3513.12,14.07,158.92,-0.01
2021/12/13 0:00,3537.94,3562.59,3574.81,3537.5,15.85,185.88,-0.51
2021/12/10 0:00,3556.05,3550.74,3578.11,3546.24,15.91,197.57,-0.1
2021/12/9 0:00,3559.49,3536.76,3579.46,3533.23,15.44,203.14,0.76
2021/12/8 0:00,3532.77,3493.02,3539.85,3481.66,13.59,177.7,1.56
2021/12/7 0:00,3478.5,3444.86,3484.48,3444.84,11.94,184.83,0.02
2021/12/6 0:00,3477.68,3540.38,3540.38,3475.78,12.58,148.92,-1.87
2021/12/3 0:00,3543.78,3475.28,3545.67,3475.28,13.09,157.91,1.83
2021/12/2 0:00,3480.26,3466.66,3517.59,3465.36,14.21,158.78,0.2
2021/12/1 0:00,3473.47,3462.74,3473.51,3447.59,11.9,140.23,0.03
2021/11/30 0:00,3472.41,3505.92,3507.86,3449.48,13.29,169.73,-0.97
2021/11/29 0:00,3506.3,3455.01,3516.79,3452.1,12.37,145.07,0.34
2021/11/26 0:00,3494.29,3516.08,3516.08,3479.07,12.75,139.7,-0.73
2021/11/25 0:00,3519.93,3511.78,3524.75,3501.31,12.72,139.59,0.23
2021/11/24 0:00,3511.97,3565.82,3576.18,3506.6,16.24,190.37,-1.64
2021/11/23 0:00,3570.36,3598.86,3620.39,3564.49,13.91,165.8,-0.86
2021/11/22 0:00,3601.34,3600.56,3606.1,3579.68,14.46,174.07,-0.23
2021/11/19 0:00,3609.59,3614.15,3614.88,3574.57,14.76,177,-0.49
2021/11/18 0:00,3627.37,3630.26,3666.23,3604.28,15.34,186.18,-0.08
2021/11/17 0:00,3630.13,3636.79,3638.59,3603.12,14.64,178.02,-0.61
2021/11/16 0:00,3652.56,3665.12,3684.75,3645.49,17.89,215.58,-0.47
2021/11/15 0:00,3669.74,3699.51,3724.8,3634.91,23.48,286.53,-0.23
2021/11/12 0:00,3678.35,3627.83,3705.13,3627.83,18.84,230.99,1.39
2021/11/11 0:00,3627.88,3612.59,3662.57,3611.76,16.25,198.29,0.48
2021/11/10 0:00,3610.39,3624.65,3648,3584.34,18.07,215.65,-0.66
2021/11/9 0:00,3634.31,3610.45,3647.09,3594.93,20.42,245.42,0.81
2021/11/8 0:00,3605.28,3626.14,3626.14,3595.7,16.25,191.47,-0.5
2021/11/5 0:00,3623.49,3705.24,3716.05,3620.53,22.42,263.91,-1.86
2021/11/4 0:00,3692.09,3634.12,3724.54,3627.28,29.72,364.69,1.36
2021/11/3 0:00,3642.69,3546.78,3688.37,3533.82,30.41,364.86,2.5
2021/11/2 0:00,3553.7,3493.79,3579.3,3481.75,23.97,289.91,1.47
2021/11/1 0:00,3502.34,3429.47,3509.14,3416.54,17.05,215.04,1.17
2021/10/29 0:00,3461.92,3364.63,3476.51,3364.59,15.07,203.42,2.94
2021/10/28 0:00,3363.14,3380.27,3403.74,3343.04,15.18,185.33,-1.26
2021/10/27 0:00,3406.22,3393.63,3426.8,3360.37,17.22,203.57,0.17
2021/10/26 0:00,3400.51,3428.78,3451.48,3398.16,15.04,193.89,-1.49
2021/10/25 0:00,3452.06,3513.65,3522.48,3439.22,16.74,213.98,0.19
2021/10/21 0:00,3471.52,3521.74,3537.14,3448.58,17.62,224.88,-1.29
2021/10/20 0:00,3517.01,3569.5,3582.74,3507.6,22.53,283.03,-1.94
2021/10/19 0:00,3586.59,3421.62,3605.26,3421.62,27.49,354.02,4.25
2021/10/18 0:00,3440.33,3358.97,3442.86,3320.22,21.15,263.89,1.55
2021/10/15 0:00,3387.76,3396.64,3510.24,3382.55,24.53,308.99,-1.25
2021/10/14 0:00,3430.54,3458.02,3470.31,3423.54,15.28,190.02,-1.44
2021/10/13 0:00,3480.67,3500.58,3500.63,3391.73,19.33,245.56,-0.35
2021/10/12 0:00,3493,3517.13,3535.54,3477.65,23.47,282.82,-1.27
2021/10/11 0:00,3537.97,3517.51,3595.97,3486.89,30.31,375.05,0.63
2021/9/30 0:00,3371.1,3336.27,3413.88,3336.22,14.88,219.15,1.36
2021/9/29 0:00,3325.86,3276.36,3365.58,3238.49,17.38,233.78,0.71
2021/9/28 0:00,3302.55,3305.38,3311.22,3262.81,14.88,188.68,-0.87
2021/9/27 0:00,3331.38,3231.47,3350.75,3224.68,24.14,313.78,2.73
2021/9/24 0:00,3242.85,3221.08,3283.02,3207.01,21.12,247.57,0.25
2021/9/23 0:00,3234.76,3164.08,3242.48,3164.04,19.42,198.08,2.41
2021/9/22 0:00,3158.51,3178.29,3180.6,3145.18,13.23,143.68,-2.15
2021/9/17 0:00,3227.75,3224.02,3236.8,3176.84,20.26,228.65,-0.05
2021/9/16 0:00,3229.23,3148.3,3283.35,3148.17,27.14,300.93,2.43
2021/9/15 0:00,3152.69,3134.64,3164.95,3125.38,13.07,141.32,0.27
2021/9/14 0:00,3144.18,3202.59,3210.13,3142.8,14.31,153.51,-1.59
2021/9/13 0:00,3195.1,3208.45,3208.46,3178.81,14.14,161.25,-0.82
2021/9/10 0:00,3221.58,3234.89,3264.26,3221.33,15.16,165.3,-0.65
2021/9/9 0:00,3242.7,3247.33,3271.12,3232.12,19.12,211.3,-0.22
2021/9/8 0:00,3249.87,3232.84,3259.8,3215.82,19.37,208.19,0.31
2021/9/7 0:00,3239.81,3230.13,3243.5,3210.65,14.11,161.78,0.03
2021/9/6 0:00,3238.78,3180.76,3243.5,3174.68,14,178.72,1.21
2021/9/3 0:00,3200.17,3104.31,3203.13,3098.41,18.25,211.44,2.7
2021/9/2 0:00,3116.11,3129.11,3129.11,3100.41,12.67,142.38,-0.56
2021/9/1 0:00,3133.72,3075.5,3144.51,3040.77,14.2,171.47,1.72
2021/8/31 0:00,3080.7,3077.82,3126.95,3062.12,12.8,147.56,0.39
2021/8/30 0:00,3068.63,3086.31,3100.02,3059.91,14.1,160.78,-0.74
2021/8/27 0:00,3091.65,3097.23,3116.94,3085.28,11.56,129.11,-0.77
2021/8/26 0:00,3115.68,3189.67,3189.7,3115.54,14.22,153.8,-2.47
2021/8/25 0:00,3194.54,3167.05,3208.72,3167.04,13.43,143.85,0.53
2021/8/24 0:00,3177.82,3160.89,3189.61,3147.35,11.45,134.99,0.46
2021/8/23 0:00,3163.41,3122.49,3174.27,3119.45,10.44,123.87,0.98
2021/8/20 0:00,3132.72,3160.89,3160.89,3094.44,11.34,130.47,-1.11
2021/8/19 0:00,3167.83,3180.85,3205.39,3158.99,9.85,114.2,-1.03
2021/8/18 0:00,3200.89,3196.24,3210.97,3174.18,11.28,132.14,-0.25
2021/8/17 0:00,3208.87,3295.05,3304.58,3208.63,16.74,193.32,-2.98
2021/8/16 0:00,3307.53,3304.41,3329.44,3285.45,16.42,203.41,-0.12
2021/8/13 0:00,3311.39,3296.48,3318.88,3265.76,16.24,198,0.4
2021/8/12 0:00,3298.08,3355.04,3358.27,3293.19,14.56,189.91,-1.02
2021/8/11 0:00,3331.99,3324.98,3346.65,3311.16,14.82,189.91,-0.41
2021/8/10 0:00,3345.69,3313.78,3356.66,3270.34,16.43,235.45,0.9
2021/8/9 0:00,3315.81,3186.31,3319.51,3186.31,17.16,239.47,4.09
2021/8/5 0:00,3193.59,3189.73,3222.99,3184.91,18.96,227.19,-0.28
2021/8/4 0:00,3202.68,3221.11,3221.11,3183.63,13.91,164.94,-0.52
2021/8/3 0:00,3219.29,3189.22,3235.2,3178.66,18.9,226.52,0.59
2021/8/2 0:00,3200.34,3063.76,3238.81,3048.44,19.81,259.81,3.4
2021/7/30 0:00,3094.99,3064.35,3096.11,3027.45,16.06,191.19,0.7
2021/7/29 0:00,3073.36,3084.8,3105.97,3049.28,17.04,198.36,0.9
2021/7/28 0:00,3045.84,3123.73,3123.74,3006.81,16.43,197.67,-3.03
2021/7/27 0:00,3141.04,3228.53,3234.27,3141.04,18.55,218.24,-2.63
2021/7/26 0:00,3225.99,3270.49,3280.73,3201.64,18.94,221.43,-1.41
2021/7/23 0:00,3272.1,3329.64,3329.64,3259.66,17.49,221.94,-2.17
2021/7/22 0:00,3344.82,3362.38,3369.91,3341.55,13.03,156.39,-0.36
2021/7/21 0:00,3357.03,3384.53,3397.04,3346.11,13.59,181.31,-0.53
2021/7/20 0:00,3374.79,3364.96,3380.3,3354.9,12.67,155.6,-0.06
2021/7/19 0:00,3376.7,3383.56,3383.64,3321.26,17.87,213.23,-0.9
2021/7/16 0:00,3407.42,3465.16,3465.16,3398.39,12.31,163.89,-1.82
2021/7/15 0:00,3470.62,3508.27,3508.27,3455.07,14.91,191.1,-0.54
2021/7/14 0:00,3489.62,3522.39,3527.74,3488.69,14.23,170.87,-1.26
2021/7/13 0:00,3534.2,3506.2,3539.86,3492.89,14.83,170.7,0.58
2021/7/12 0:00,3513.77,3517.01,3533.2,3479.86,16.22,198.11,0.46
2021/7/9 0:00,3497.7,3496.66,3520.59,3473.34,12.65,154.3,-0.11
2021/7/8 0:00,3501.48,3536.53,3536.53,3501.33,14.61,177.82,-1.07
2021/7/7 0:00,3539.34,3549.93,3576.16,3521.09,14.03,163.54,-0.8
2021/7/6 0:00,3567.8,3559.97,3569.51,3516.44,16.64,187.28,0.58
2021/7/5 0:00,3547.32,3544.57,3571.32,3515.55,13.32,161.17,-0.02
2021/7/2 0:00,3547.91,3552.92,3613.42,3544.43,12.61,149.93,-0.69
2021/7/1 0:00,3572.62,3622.55,3622.55,3572.62,11.47,149.1,-1.02
2021/6/30 0:00,3609.43,3617.9,3617.91,3589.89,12.33,155.3,-0.37
2021/6/29 0:00,3622.95,3666.33,3666.33,3604.43,16.78,209.33,-1.52
2021/6/28 0:00,3678.82,3602.11,3680.85,3602.11,18.85,241.72,3.74
2021/6/25 0:00,3546.34,3511.83,3547.42,3507.72,11.52,148.95,1.38
2021/6/24 0:00,3498.22,3531.02,3531.02,3495.59,11.32,135.39,-1.16
2021/6/23 0:00,3539.16,3499.76,3539.19,3475.88,15.99,199.05,1.34
2021/6/22 0:00,3492.32,3450.91,3496.04,3437.82,17.46,202.41,1.56
2021/6/21 0:00,3438.82,3477.97,3483.99,3435.4,12.37,165.09,-1.64
2021/6/18 0:00,3496.19,3501.45,3518.67,3461.02,11.19,155.07,-0.35
2021/6/17 0:00,3508.47,3539.65,3542.45,3490.93,11.51,146.43,-0.93
2021/6/16 0:00,3541.28,3593.48,3593.57,3535.71,9.95,135.57,-1.16
2021/6/15 0:00,3582.84,3621.93,3621.96,3565.8,10.98,145.41,-1.53
2021/6/11 0:00,3638.46,3678.44,3687.76,3638.46,11.43,154.88,-1.21
2021/6/10 0:00,3683.07,3722.48,3722.49,3680.26,13.52,172.78,-1.2
2021/6/9 0:00,3727.68,3729.69,3754.25,3718.97,12.72,162.44,-0.46
2021/6/8 0:00,3744.98,3764.28,3769.49,3734.66,13.67,197.24,-0.36
2021/6/7 0:00,3758.68,3799.14,3799.14,3743.73,15.9,218.92,-1.53
2021/6/4 0:00,3816.99,3776.34,3833.97,3763.14,15.4,200.4,0.74
2021/6/3 0:00,3789.01,3791.44,3836.95,3776.4,15.15,218.56,-0.42
2021/6/2 0:00,3804.92,3776.3,3849.04,3776,18.94,251.71,0.68
2021/6/1 0:00,3779.18,3756.52,3780.45,3727.45,17.66,223.57,0.81
2021/5/31 0:00,3748.7,3745.91,3748.7,3707.55,15.57,191.25,-0.34
2021/5/28 0:00,3761.64,3799.82,3799.83,3750.54,17.19,202.42,-0.85
2021/5/27 0:00,3793.95,3792.82,3808.91,3768.88,15.24,181.72,-0.34
2021/5/26 0:00,3807.08,3797.47,3812.3,3780.84,18.08,209.67,0.24
2021/5/25 0:00,3798.14,3742.92,3802.3,3711.2,16.2,219.54,1.14
2021/5/24 0:00,3755.49,3829.99,3831.79,3716.86,18.38,274.61,-1.39
2021/5/21 0:00,3808.62,3852.39,3869.22,3804.98,13.47,160.24,-0.98
2021/5/20 0:00,3846.5,3815.89,3852.83,3806.19,12.81,154.81,0.35
2021/5/19 0:00,3833.21,3860.48,3860.5,3824.54,12.16,145.44,-0.86
2021/5/18 0:00,3866.63,3872.99,3882.81,3845.3,12.69,160.34,-0.23
2021/5/17 0:00,3875.61,3851.42,3875.61,3846.36,15.25,189.36,0.96
2021/5/14 0:00,3838.78,3786.9,3855.02,3786.74,14.48,186.5,1.42
2021/5/13 0:00,3785.13,3801.13,3818.37,3776.69,17.97,200.88,-1.7
2021/5/12 0:00,3850.62,3777.91,3855.4,3777.91,23.63,251.01,1.83
2021/5/11 0:00,3781.42,3741.72,3782.64,3741.7,15.81,179.38,0.65
2021/5/10 0:00,3757.1,3833.35,3833.42,3740.84,15.69,193.36,-2.56
2021/5/7 0:00,3855.64,3833.96,3903.89,3829.16,15.01,181.2,0.18
2021/5/6 0:00,3848.55,3923.18,3923.2,3848.15,15.99,195.14,-2.18
2021/4/30 0:00,3934.5,3959.02,3961.33,3910.89,11.5,158.19,-0.55
2021/4/29 0:00,3956.24,3910.38,3956.24,3876.85,11.01,153.37,1.48
2021/4/28 0:00,3898.71,3861.8,3910.86,3850.14,11.19,151.82,0.84
2021/4/27 0:00,3866.11,3879.46,3893.66,3836.71,11.54,149.88,-0.45
2021/4/26 0:00,3883.47,3960.31,3970.48,3883.13,12.18,170.32,-1.98
2021/4/23 0:00,3961.96,3969.13,3987.47,3943.49,11.96,155.6,0.01
2021/4/22 0:00,3961.54,3983.32,3983.35,3935.55,11.63,141.69,-0.41
2021/4/21 0:00,3977.78,3966.23,3980.72,3938.06,13.07,149.72,-0.33
2021/4/20 0:00,3990.98,3919.93,4039.35,3919.93,15.26,196.19,1.47
2021/4/19 0:00,3933.01,3835.08,3933.1,3811.4,12.63,163.13,2.38
2021/4/16 0:00,3841.41,3850.53,3858.38,3830.99,12.83,137.41,-0.47
2021/4/15 0:00,3859.36,3877.95,3892.95,3842.43,15.98,176.8,-0.33
2021/4/14 0:00,3872.17,3874.07,3879.73,3831.94,17.68,174.45,-0.97
2021/4/13 0:00,3910.26,3886.23,3930.41,3886.23,19.53,194.88,0.86
2021/4/12 0:00,3876.8,3924.35,3954.24,3862.73,15.45,174.01,-1
2021/4/9 0:00,3915.92,3939.61,3939.61,3892.32,12.33,145.76,-0.74
2021/4/8 0:00,3945.3,3960.07,3964.47,3936.43,11.62,143.41,-0.78
2021/4/7 0:00,3976.34,3993.13,4001.13,3932.75,11.93,146.8,-0.21
2021/4/6 0:00,3984.8,4001.36,4001.36,3962.63,10.94,141.6,-0.56
2021/4/2 0:00,4007.12,3973.52,4013.45,3949.5,11.93,176.83,1.39
2021/4/1 0:00,3952.26,3941.18,3954.78,3925.01,12.45,152.77,0.56
2021/3/31 0:00,3930.18,3945.36,3963.4,3909.75,10.86,137.52,-0.76
2021/3/30 0:00,3960.39,3927.81,3978.61,3908.37,13.03,163.39,0.77
2021/3/29 0:00,3930.21,3942.07,3989.3,3926.2,12.81,165.21,-0.21
2021/3/26 0:00,3938.45,3934.03,3958.23,3901.34,15.71,186.91,0.11
2021/3/25 0:00,3934,3956.25,3974.34,3934,16.78,187.94,-0.32
2021/3/24 0:00,3946.77,3963.56,3974.81,3932.62,13.17,163.68,-0.72
2021/3/23 0:00,3975.19,4021.37,4021.37,3951.67,15.42,183.59,-0.85
2021/3/22 0:00,4009.18,3940.51,4009.18,3915.45,13.41,157.73,1.31
2021/3/19 0:00,3957.44,3994.62,4010.07,3938.46,13.09,159.93,-2.08
2021/3/18 0:00,4041.5,4048.63,4052.32,4003.87,15.04,163.14,-0.29
2021/3/17 0:00,4053.18,3981.76,4066.81,3975.37,15.96,198.4,3
2021/3/16 0:00,3935.19,3947.34,3964.11,3906.32,9.95,140.48,-0.02
2021/3/15 0:00,3935.94,3985.62,3991.58,3899.39,11.47,172.02,-2.35
2021/3/12 0:00,4030.63,4033.76,4041.5,3952.22,13.14,163.48,0.15
2021/3/11 0:00,4024.48,3980.83,4024.79,3930.33,11.44,164.83,1.58
2021/3/10 0:00,3961.83,4026.39,4026.39,3961.83,11.13,157.49,-0.38
2021/3/9 0:00,3977.06,4077.12,4077.12,3930.46,16.35,227.03,-2.88
2021/3/8 0:00,4094.8,4283.17,4314.97,4094.8,17.91,254.1,-3.29
2021/3/5 0:00,4233.94,4211.5,4265.65,4187.17,18.58,238.53,-1.16
2021/3/4 0:00,4283.83,4342.01,4342.01,4269.47,17.75,241.02,-1.98
2021/3/3 0:00,4370.16,4297.84,4370.16,4297.83,15.94,221.76,1.83
2021/3/2 0:00,4291.83,4351.03,4351.04,4250.73,15.04,216.03,-0.92
2021/3/1 0:00,4331.47,4284.43,4340.59,4274.24,17.05,262.64,1.88
2021/2/26 0:00,4251.73,4267.69,4329.21,4217.55,19.43,297.29,-2.65
2021/2/25 0:00,4367.4,4425.09,4425.09,4343.66,18.08,250.8,-0.32
2021/2/24 0:00,4381.39,4411.91,4512.09,4347.01,18.08,311.27,-0.9
2021/2/23 0:00,4421.2,4492.22,4538.94,4410.86,23.91,380.92,-3.28
2021/2/22 0:00,4571.12,4619.09,4664.81,4546.46,36.06,554.57,0.32
2021/2/19 0:00,4556.68,4327.89,4576.73,4327.87,25.4,409.02,5.18
2021/2/18 0:00,4332.38,4451.7,4451.7,4293.86,16.74,308.9,-0.73
2021/2/10 0:00,4364.35,4264.27,4386.21,4240.68,12.43,266.52,2.02
2021/2/9 0:00,4277.91,4213.73,4285.31,4197.6,13.04,263.97,1.37
2021/2/8 0:00,4220.21,4136.34,4230.27,4116.83,13.43,277.1,3.39
2021/2/5 0:00,4081.81,4111.43,4271.09,4072.53,15.81,307.82,-0.3
2021/2/4 0:00,4094.2,4125.47,4169.24,4046.37,17.02,298.96,-1.35
2021/2/3 0:00,4150.13,4022.77,4184.15,4001.29,18.61,343.39,2.72
2021/2/2 0:00,4040.24,4031.84,4052.08,3978.57,16.01,273.91,0.43
2021/2/1 0:00,4022.99,3915.83,4033.58,3878.99,17.95,283.79,2.48
2021/1/29 0:00,3925.6,4012.55,4027.97,3888.13,18.25,284.79,-1.97
2021/1/28 0:00,4004.33,4038.28,4078.24,4000.62,17.75,317.86,-2.22
2021/1/27 0:00,4095.36,4023.92,4121.74,4023.92,17.84,320.41,1.27
2021/1/26 0:00,4043.91,4010.55,4094.09,3986.48,21.61,399.21,1.44
2021/1/25 0:00,3986.61,3947.57,3987.6,3908.03,19.23,328.44,0.96
2021/1/22 0:00,3948.78,4007.4,4007.4,3934.07,16.69,279.9,-1.41
2021/1/21 0:00,4005.22,3969.04,4029.43,3958.51,16.69,280.65,0.96
2021/1/20 0:00,3967.09,3923.63,3973.19,3913.4,14.02,248.72,0.51
2021/1/19 0:00,3947.04,3997.26,3997.3,3940.79,19.63,294.22,-1.23
2021/1/18 0:00,3996.31,3952.09,4012.48,3952.09,16.16,241.05,1.7
2021/1/15 0:00,3929.65,3945.7,3984.43,3893.09,15.24,248.06,-0.34
2021/1/14 0:00,3943.25,4031.99,4032.95,3939.66,18.62,306.98,-2.75
2021/1/13 0:00,4054.64,4136.06,4136.06,4038.33,20.2,349.78,-1.95
2021/1/12 0:00,4135.45,4075.29,4139.79,4058.85,19.42,347.69,1.07
2021/1/11 0:00,4091.76,4254.7,4254.7,4057.26,24.1,446.25,-4.52
2021/1/8 0:00,4285.38,4371.87,4371.92,4243.66,24.6,410.48,-2.05
2021/1/7 0:00,4374.91,4325.02,4374.91,4266.54,31.13,495.41,0.68
2021/1/6 0:00,4345.4,4381.8,4412.5,4292.48,30.42,505.63,0.24
